name,hall_of_fame_class,year_drafted,gp,min,pts,fgm,fga,fg,3p_made,3pa,3p,ftm,fta,ft,oreb,dreb,reb,ast,stl,blk,tov,eff
Sasha Pavlovic,,2003,79,14.5,4.8,1.9,4.8,39.6,0.2,0.9,27.1,0.8,1.1,77.4,0.6,1.5,2,0.8,0.5,0.2,0.8,4.4
Steve Blake,,2003,75,18.6,5.9,2.1,5.4,38.6,1,2.7,37.1,0.7,0.9,82.1,0.2,1.3,1.6,2.8,0.8,0.1,1.7,5.9
T.J. Ford,,2003,55,26.8,7.1,2.8,7.2,38.4,0.1,0.4,23.8,1.5,1.8,81.6,0.7,2.5,3.2,6.5,1.1,0.1,2.5,10.6
Travis Hansen,,2003,41,12.4,3,1.1,3.2,35.4,0.2,0.7,30,0.5,0.7,81.5,0.7,1,1.7,0.5,0.2,0.2,0.4,3.1
Udonis Haslem,,2003,75,23.9,7.3,2.7,6,45.9,0,0,0,1.9,2.4,76.5,2.5,3.8,6.3,0.7,0.4,0.3,1,10.3
Willie Green,,2003,53,14.5,6.9,2.7,6.7,40.1,0.4,1.2,31.1,1.1,1.5,72.8,0.3,0.9,1.2,1,0.5,0.1,1.1,4.1
Zarko Cabarkapa,,2003,49,11.6,4.1,1.7,4,41.1,0.1,0.7,18.8,0.7,1.1,66,0.5,1.5,2,0.8,0.2,0.3,1.1,3.6
Zaza Pachulia,,2003,59,11.3,3.3,1.2,3,38.9,0,0,0,1,1.5,64.4,1.2,1.8,2.9,0.2,0.4,0.2,0.6,4.1
Zoran Planinic,,2003,49,9.7,3.1,1.1,2.6,41.1,0.2,0.7,28.1,0.8,1.2,63.3,0.3,0.8,1.1,1.4,0.3,0.1,0.7,3.2
Al Jefferson,,2004,71,14.8,6.7,2.7,5.2,52.8,0,0,0,1.2,1.9,63,1.7,2.7,4.4,0.3,0.3,0.8,0.9,8.4
Anderson Varejao,,2004,54,16,4.9,1.8,3.6,51.3,0,0,0,1.3,2.4,53.5,2,2.7,4.8,0.5,0.8,0.7,0.5,8.3
Andre Barrett,,2004,38,12.7,3.1,1.2,3.3,36.3,0.4,1.4,26.9,0.4,0.5,73.7,0.3,0.8,1.1,1.8,0.5,0,0.7,3.6
Andre Iguodala,,2004,82,32.8,9,3.3,6.7,49.3,0.6,1.7,33.1,1.9,2.6,74.3,1.1,4.6,5.7,3,1.7,0.6,1.7,14.2
Andres Nocioni,,2004,81,23.4,8.4,3,7.4,40.1,0.3,1.2,25.8,2.1,2.7,76.6,0.9,3.9,4.8,1.5,0.5,0.4,1.7,8.8
Ben Gordon,,2004,82,24.4,15.1,5.3,12.9,41.1,1.6,4,40.5,2.8,3.3,86.3,0.7,2,2.6,2,0.7,0.1,2.3,10.1
Beno Udrih,,2004,80,14.4,5.9,2.2,4.9,44.4,0.7,1.8,40.8,0.8,1.1,75.3,0.2,0.8,1,1.9,0.5,0.1,1,5.5
Billy Thomas,,2004,25,14.2,3.7,1.4,3.8,36.2,0.7,2.2,30.4,0.3,0.4,77.8,0.3,1.2,1.4,0.7,0.6,0,0.4,3.6
Chris Duhon,,2004,82,26.5,5.9,2.1,6,35.2,1.1,3.2,35.5,0.6,0.8,73.1,0.3,2.3,2.6,4.9,1,0,1.4,8.9
David Harrison,,2004,43,17.7,6.1,2.5,4.3,57.6,0,0,0,1.2,2.1,57.1,1.1,2,3.1,0.3,0.4,1.3,1.2,7.3
Delonte West,,2004,39,13,4.5,1.7,4,42.6,0.6,1.7,35.8,0.5,0.7,70.4,0.4,1.3,1.7,1.4,0.5,0.2,0.6,5.2
Devin Harris,,2004,76,15.4,5.7,2.1,4.8,42.9,0.6,1.7,33.6,1,1.4,75.7,0.4,1,1.3,2.2,1,0.3,1.1,6.4
Donta Smith,,2004,38,11.4,3.3,1.2,3,38.9,0.2,0.6,27.3,0.9,1.3,68.8,0.5,0.9,1.4,1,0.6,0.1,0.7,3.6
Dwight Howard,,2004,82,32.6,12,4.3,8.3,52,0,0,0,3.4,5,67.1,3.5,6.5,10,0.9,0.9,1.7,2,17.9
Emeka Okafor,,2004,73,35.6,15.1,6.1,13.7,44.7,0,0,0,2.9,4.7,60.9,3.8,7.1,10.9,0.9,0.8,1.7,1.7,18.3
Jackson Vroman,,2004,46,15.3,4.6,1.8,4.3,41.2,0,0.1,0,1,1.6,64,1.4,2.4,3.8,0.9,0.5,0.4,1.4,5.7
Jameer Nelson,,2004,79,20.4,8.7,3.6,7.9,45.5,0.6,1.8,31.2,0.9,1.4,68.2,0.7,1.8,2.4,3,1,0,1.5,8.9
James Thomas,,2004,11,10.6,2.4,1.1,1.8,60,0,0,0,0.2,0.5,33.3,1.5,1.8,3.4,0.4,0.4,0.4,0.6,5.1
Josh Childress,,2004,80,29.7,10.1,3.8,8,47,0.2,0.7,23.2,2.4,2.9,82.3,2.4,3.6,6,1.9,0.9,0.4,1.3,13.3
Josh Smith,,2004,74,27.7,9.7,3.7,8.1,45.5,0.1,0.3,17.4,2.2,3.2,68.8,2,4.2,6.2,1.7,0.8,1.9,1.8,13
JR Smith,,2004,76,24.5,10.3,3.9,9.8,39.4,1.1,3.7,28.8,1.5,2.1,68.9,0.5,1.5,2,1.9,0.7,0.1,1.4,7
Kevin Martin,,2004,45,10.1,2.9,1,2.6,38.5,0.1,0.6,20,0.8,1.2,65.5,0.6,0.6,1.3,0.5,0.4,0.1,0.5,2.6
Kirk Snyder,,2004,68,13.3,5,1.8,4.8,37.2,0.4,1.3,35.3,0.9,1.4,66.7,0.7,1,1.8,0.5,0.4,0.3,0.8,3.6
Kris Humphries,,2004,67,13,4.1,1.7,4.3,40.4,0,0.1,33.3,0.7,1.5,43.6,1.1,1.9,2.9,0.6,0.4,0.3,0.8,4.2
Lionel Chalmers,,2004,36,12,3.1,1.2,3.5,33.6,0.3,1.4,24.5,0.4,0.7,62.5,0.1,0.8,0.9,1.4,0.4,0,0.7,2.5
Luis Flores,,2004,16,4.8,2.2,0.9,1.8,48.3,0.3,0.6,50,0.1,0.1,100,0.1,0.1,0.2,0.7,0.1,0,0.7,1.6
Luol Deng,,2004,61,27.3,11.7,4.6,10.6,43.4,0.5,1.9,26.5,2,2.7,74.1,1.5,3.8,5.3,2.2,0.8,0.4,1.9,11.8
Mario Kasun,,2004,45,7.9,2.6,1,2.2,48,0,0,0,0.5,1,55.8,1.2,1.7,2.8,0.2,0.2,0.3,0.6,4
Matt Bonner,,2004,82,18.9,7.2,3,5.6,53.3,0.5,1.1,42.4,0.7,0.9,78.9,1.3,2.2,3.5,0.6,0.5,0.2,0.5,8.6
Matt Freije,,2004,23,19.2,4,1.6,5.5,29.1,0.6,2.3,25.9,0.2,0.3,62.5,0.7,2,2.7,0.9,0.6,0.1,0.7,3.4
Nenad Krstic,,2004,75,26.2,10,3.7,7.6,49.3,0,0,0,2.5,3.4,72.5,2.1,3.2,5.3,1,0.4,0.8,1.5,11.3
Nick Collison,,2004,82,17,5.6,2.3,4.3,53.7,0,0,0,1,1.4,70.3,1.9,2.7,4.6,0.4,0.4,0.6,0.8,8.5
Pape Sow,,2004,27,9.4,2.3,0.9,2.1,39.7,0,0,0,0.6,1,59.3,0.7,1.4,2.1,0.1,0.4,0.1,0.4,3
Quinton Ross,,2004,78,21.3,5.1,2.1,4.8,43.2,0,0.1,25,0.9,1.4,67.3,0.8,1.9,2.7,1.4,0.7,0.3,0.7,6.2
Rafael Araujo,,2004,59,12.5,3.3,1.3,3,43.4,0,0.1,33.3,0.7,0.9,78.2,1,2.1,3.1,0.3,0.4,0.1,0.9,4.5
Royal Ivey,,2004,62,13,3.5,1.4,3.2,42.9,0,0.1,33.3,0.8,1.1,70.1,0.3,1,1.4,1.7,0.6,0.1,0.9,4.2
Sasha Vujacic,,2004,35,11.5,2.9,0.9,3.3,28.2,0.5,1.8,27,0.5,0.5,94.7,0.4,1.4,1.8,1.5,0.3,0.1,0.4,3.7
Sebastian Telfair,,2004,68,19.6,6.8,2.5,6.3,39.3,0.3,1,24.6,1.5,2,78.9,0.1,1.4,1.5,3.3,0.5,0.1,1.8,6.1
Tony Allen,,2004,77,16.4,6.4,2.4,5,47.5,0.2,0.4,38.7,1.5,2,73.7,1.1,1.8,2.9,0.8,1,0.3,1,7.2
Trevor Ariza,,2004,80,17.3,5.9,2.2,4.9,44.2,0,0.2,23.1,1.5,2.2,69.5,1.1,1.9,3,1.1,0.9,0.2,0.9,6.8
Alan Anderson,,2005,36,15.7,5.8,2.1,5,41.4,0.7,1.6,41.4,0.9,1.1,80.5,0.6,1.3,1.9,0.9,0.3,0.1,0.9,4.9
Andrew Bogut,,2005,82,28.6,9.4,3.9,7.4,53.3,0,0,0,1.5,2.4,62.9,2.3,4.7,7,2.3,0.6,0.8,1.5,14.3
Andrew Bynum,,2005,46,7.3,1.6,0.7,1.8,40.2,0,0,0,0.2,0.6,29.6,0.7,1,1.7,0.2,0.1,0.5,0.4,2.3
Antoine Wright,,2005,39,9.5,1.8,0.7,2.1,35.8,0,0.4,6.7,0.3,0.6,50,0.2,0.6,0.8,0.3,0.1,0.1,0.5,0.9
Channing Frye,,2005,65,24.2,12.3,4.7,9.8,47.7,0,0.1,33.3,2.9,3.5,82.5,2.1,3.6,5.8,0.8,0.5,0.7,1.5,12.8
Charlie Villanueva,,2005,81,29.1,13,5.4,11.6,46.3,0.9,2.6,32.7,1.4,2,70.6,2.2,4.2,6.4,1.1,0.7,0.8,1.2,14
Chris Paul,,2005,78,36,16.1,5.2,12.1,43,0.6,2.3,28.2,5.1,6,84.7,0.8,4.3,5.1,7.8,2.2,0.1,2.4,21.2
CJ Miles,,2005,23,8.8,3.4,1.2,3.3,36.8,0.2,0.9,25,0.8,1,75,0.8,0.9,1.7,0.7,0.3,0.1,0.4,3.4
Daniel Ewing,,2005,66,14.7,3.8,1.5,3.9,38,0.3,1.2,28.2,0.5,0.7,78.3,0.3,0.9,1.3,1.3,0.6,0.1,0.9,3.6
Danny Granger,,2005,78,22.6,7.5,2.8,6.1,46.2,0.4,1.2,32.3,1.5,1.9,77.7,1.7,3.2,4.9,1.2,0.7,0.8,1,10.4
David Lee,,2005,67,16.9,5.1,2,3.4,59.6,0,0,0,1.1,1.8,57.7,1.6,2.9,4.5,0.6,0.5,0.3,0.8,8.1
Deron Williams,,2005,80,28.8,10.8,4.2,10.1,42.1,1.1,2.7,41.6,1.2,1.7,70.4,0.4,2,2.4,4.5,0.8,0.2,1.8,10.5
Donell Taylor,,2005,51,9.1,2.7,1,2.7,39,0.1,0.3,23.5,0.6,0.8,69.8,0.3,0.7,1,0.9,0.6,0.1,0.7,2.8
Esteban Batista,,2005,57,8.7,1.8,0.6,1.4,42.5,0,0,0,0.6,0.9,62.3,1.1,1.5,2.5,0.1,0.3,0.2,0.7,3.1
Fabricio Oberto,,2005,59,8.3,1.7,0.7,1.6,47.3,0,0,0,0.3,0.5,55.6,1,1.1,2.1,0.5,0.1,0.2,0.5,3.1
Francisco Garcia,,2005,67,19.4,5.6,1.9,4.9,40,0.6,2,28.5,1.2,1.5,77.2,0.6,2.2,2.8,1.4,0.6,0.7,1.1,6.7
Gerald Fitch,,2005,18,13.3,4.7,1.7,4.9,33.7,0.4,1.4,26.9,0.9,1.3,73.9,0.4,1.3,1.7,1.8,0.4,0.3,0.8,4.4
Hakim Warrick,,2005,68,10.6,4.1,1.5,3.4,44.3,0,0,0,1.1,1.7,66.1,0.6,1.5,2.1,0.4,0.2,0.3,0.8,3.9
Ike Diogu,,2005,69,14.9,7,2.5,4.8,52.4,0,0,0,2,2.4,81,1.4,1.9,3.3,0.4,0.2,0.4,1.1,7.5
James Singleton,,2005,59,12.8,3.4,1.3,2.6,51,0.2,0.3,50,0.7,0.8,78,1.1,2.3,3.3,0.5,0.3,0.4,0.5,6
Jarrett Jack,,2005,79,20.2,6.7,2.4,5.4,44.2,0.3,1,26.3,1.6,2,80,0.2,1.8,2,2.8,0.5,0,1.3,7.3
Joey Graham,,2005,80,19.8,6.7,2.5,5.2,47.8,0.4,1.1,33.3,1.4,1.7,81.2,0.7,2.3,3.1,0.8,0.5,0.2,1.1,6.9
Johan Petro,,2005,68,18.9,5.2,2.3,4.4,51,0,0,0,0.7,1.1,62.7,1.6,2.8,4.4,0.2,0.4,0.8,0.9,7.4
Jose Calderon,,2005,64,23.2,5.5,2.1,4.9,42.3,0.1,0.7,16.3,1.2,1.4,84.8,0.5,1.7,2.2,4.5,0.7,0.1,1.6,8.3
Josh Powell,,2005,37,11.6,3,1,2.2,45.7,0,0,0,1,1.2,80,0.8,1.4,2.2,0.2,0.2,0.1,0.6,3.7
Kevin Burleson,,2005,39,8.7,1.8,0.6,2.3,25,0.3,1.4,18.5,0.4,0.4,94.1,0.1,0.6,0.7,1.2,0.7,0.1,0.6,2.1
Lawrence Roberts,,2005,33,5.5,1.5,0.6,1.3,45.5,0,0.1,0,0.3,0.7,47.8,0.8,0.7,1.5,0.2,0.2,0.1,0.1,2.2
Linas Kleiza,,2005,61,8.5,3.5,1.3,2.8,44.5,0,0.2,15.4,0.9,1.3,70.4,0.6,1.3,1.9,0.2,0.2,0.2,0.3,3.8
Luther Head,,2005,80,28.9,8.8,3.2,7.9,40.3,1.4,3.9,36.1,1.1,1.5,69.9,0.4,2.9,3.3,2.7,1.1,0.1,1.5,9.4
Martell Webster,,2005,61,17.5,6.6,2.3,5.7,39.9,1.1,3,35.7,1,1.2,85.9,0.5,1.7,2.1,0.6,0.3,0.2,0.7,5.6
Marvin Williams,,2005,79,24.7,8.5,3,6.7,44.3,0.2,0.7,24.5,2.4,3.2,74.7,1.5,3.3,4.8,0.8,0.6,0.3,1.1,9.5
Monta Ellis,,2005,49,18.1,6.8,2.7,6.5,41.5,0.6,1.7,34.1,0.9,1.2,71.2,0.4,1.7,2.1,1.6,0.7,0.2,1.2,6.1
Nate Robinson,,2005,72,21.4,9.3,3.2,7.8,40.7,0.8,2,39.7,2.1,2.8,75.2,0.8,1.5,2.3,2,0.8,0,1.6,7.6
Orien Greene,,2005,80,15.4,3.2,1.3,3.2,39.5,0.1,0.5,22.5,0.6,0.9,66.2,0.5,1.4,1.8,1.6,1,0.1,1.4,4.1
Rashad McCants,,2005,79,17.2,7.9,3.1,6.8,45,0.8,2.3,37.2,1,1.3,73.6,0.4,1.4,1.8,0.8,0.6,0.3,1.1,6.2
Raymond Felton,,2005,80,30.1,11.9,4.3,11,39.1,1.2,3.4,35.8,2,2.8,72.5,1,2.4,3.3,5.6,1.3,0.1,2.3,12.4
Ryan Gomes,,2005,61,22.6,7.6,2.8,5.8,48.7,0,0.1,33.3,1.8,2.4,75.2,1.7,3.2,4.9,1,0.6,0.1,0.9,9.6
Salim Stoudamire,,2005,61,20.3,9.7,3.3,8.1,41.5,1.3,3.5,38,1.6,1.8,90,0.2,1.7,1.9,1.2,0.4,0.1,1.3,7
Sarunas Jasikevicius,,2005,75,20.8,7.3,2.3,5.7,39.6,1.1,3.1,36.4,1.6,1.8,91,0.3,1.8,2,3,0.5,0.1,1.6,7.8
Sergei Monia,,2005,26,13.2,3,1.1,3.3,33.3,0.3,1.3,26.5,0.4,0.5,71.4,0.4,1.6,2,0.7,0.3,0.2,0.5,3.3
Shavlik Randolph,,2005,57,8.5,2.3,0.8,1.7,45.4,0,0,0,0.8,1.2,60.6,1,1.4,2.3,0.3,0.3,0.2,0.4,3.7
Wayne Simien,,2005,43,9.6,3.4,1.3,2.8,48.3,0,0,0,0.7,0.8,88.2,0.9,1.2,2,0.2,0.3,0,0.6,3.8
Adam Morrison,,2006,78,29.8,11.8,4.6,12.1,37.6,1.1,3.3,33.7,1.5,2.2,71,0.7,2.3,2.9,2.1,0.4,0.1,1.7,7.4
Alexander Johnson,,2006,59,12.8,4.4,1.5,2.9,53.8,0,0,0,1.3,2,66.1,0.8,2.2,3.1,0.3,0.4,0.6,0.8,6
Allan Ray,,2006,47,15.1,6.2,2.1,5.5,38.6,1,2.5,41.4,0.9,1.2,76.4,0.4,1.1,1.5,0.9,0.4,0.1,0.9,4.5
Andre Brown,,2006,38,7.1,2.4,1.1,1.9,56.8,0,0,0,0.2,0.4,60,0.7,1.3,1.9,0.1,0.2,0.1,0.8,2.9
Andrea Bargnani,,2006,65,25.1,11.6,4.1,9.6,42.7,1.5,4.1,37.3,1.8,2.2,82.4,0.8,3.1,3.9,0.8,0.5,0.8,1.6,10
Bobby Jones,,2006,44,7.6,2.5,1,2.1,46.2,0,0.2,11.1,0.5,0.9,56.1,0.5,0.8,1.3,0.4,0.3,0,0.4,2.5
Brandon Roy,,2006,57,35.4,16.8,6.1,13.4,45.6,1,2.6,37.7,3.5,4.2,83.8,1,3.4,4.4,4,1.2,0.2,2,16.5
Cedric Simmons,,2006,43,12.4,2.9,1.3,3.1,41.7,0,0,0,0.4,0.8,48.5,1,1.5,2.5,0.3,0.2,0.5,0.5,3.7
Chris Quinn,,2006,42,9.7,3.4,1.1,3.1,36.6,0.5,1.4,35.1,0.6,0.9,67.6,0.1,0.6,0.7,1.5,0.4,0,0.5,3.2
Craig Smith,,2006,82,18.7,7.4,3,5.6,53.1,0,0.1,0,1.4,2.3,62.4,1.8,3.3,5.1,0.6,0.6,0.2,0.9,9.5
Daniel Gibson,,2006,60,16.5,4.6,1.6,3.9,42.4,0.9,2.1,41.9,0.5,0.7,71.8,0.5,1.1,1.5,1.2,0.4,0.1,0.7,4.7
David Noel,,2006,68,11.6,2.7,1,2.6,36.7,0.3,0.8,32.1,0.5,0.6,86,0.6,1.2,1.8,1,0.4,0.1,0.6,3.6
Ersan Ilyasova,,2006,66,14.7,6.1,2.1,5.5,38.3,0.8,2.2,36.5,1.1,1.3,78.7,0.9,2,2.9,0.7,0.4,0.3,0.8,5.9
Hassan Adams,,2006,61,8.1,2.9,1.2,2.2,55.6,0,0,0,0.4,0.6,66.7,0.6,0.7,1.3,0.2,0.3,0.1,0.4,3.1
Hilton Armstrong,,2006,56,11.3,3.1,1.2,2.2,54.4,0,0,0,0.7,1.2,59.7,1,1.6,2.7,0.2,0.2,0.5,0.6,4.5
JJ Redick,,2006,42,14.8,6,1.9,4.6,41,0.9,2.3,38.8,1.3,1.4,90,0.2,1,1.2,0.9,0.3,0,0.5,5
Jordan Farmar,,2006,72,15.1,4.4,1.7,4.1,42.2,0.6,1.9,32.8,0.4,0.5,71.1,0.3,1.3,1.7,1.9,0.6,0.1,1,5.2
Jorge Garbajosa,,2006,67,28.5,8.5,3.3,7.9,42,1,2.9,34.2,0.9,1.2,73.1,0.7,4.2,4.9,1.9,1.2,0.2,1,10.8
Josh Boone,,2006,61,11,4.2,1.6,2.8,57.9,0,0,0,0.9,1.7,54.4,1,1.8,2.9,0.2,0.2,0.3,0.5,5.2
Kelenna Azubuike,,2006,41,16.3,7.1,2.4,5.4,44.5,0.8,1.9,43,1.5,1.9,78.2,0.6,1.7,2.3,0.7,0.5,0.2,0.9,6.5
LaMarcus Aldridge,,2006,63,22.1,9,3.8,7.6,50.3,0,0,0,1.3,1.8,72.2,2.3,2.7,5,0.4,0.3,1.2,0.7,10.8
Leon Powe,,2006,63,11.4,4.2,1.3,2.8,44.6,0,0,0,1.7,2.3,73.6,1.5,1.9,3.4,0.2,0.2,0.3,0.8,5.4
Lynn Greer,,2006,41,10.5,4.1,1.5,3.4,43.3,0.4,1.3,34.6,0.7,0.8,84.4,0,0.6,0.7,1.3,0.4,0,0.4,4
Marcus Williams,,2006,79,16.6,6.8,2.6,6.7,39.5,0.6,2.1,28.2,0.9,1.1,84.7,0.4,1.7,2.1,3.3,0.4,0,1.8,6.5
Mardy Collins,,2006,52,14.9,4.5,1.7,4.4,38.2,0.3,0.9,27.7,0.9,1.6,58.5,0.5,1.5,2,1.6,0.6,0.1,1.1,4.3
Mickael Gelabale,,2006,70,17.7,4.6,1.7,3.8,46.2,0.2,0.7,23.4,0.9,1.2,80.5,0.8,1.6,2.5,0.8,0.3,0.3,0.7,5.6
Paul Millsap,,2006,82,18,6.8,2.5,4.9,52.5,0,0,33.3,1.7,2.5,67.3,2.2,2.9,5.2,0.8,0.8,0.9,1.1,10.2
Quincy Douby,,2006,42,8.5,2.8,1.1,3,38.1,0.3,1.2,24,0.3,0.4,73.3,0.3,0.6,0.9,0.4,0.4,0.1,0.4,2.2
Rajon Rondo,,2006,78,23.5,6.4,2.4,5.8,41.8,0.1,0.4,20.7,1.5,2.4,64.7,0.9,2.8,3.7,3.8,1.6,0.1,1.8,9.8
Randy Foye,,2006,82,22.9,10.1,3.7,8.4,43.4,0.8,2.3,36.8,2,2.3,85.4,0.6,2.1,2.7,2.8,0.7,0.3,1.9,9.6
Renaldo Balkman,,2006,68,15.6,4.9,2,4,50.5,0.1,0.4,18.5,0.8,1.3,56.7,1.4,2.9,4.3,0.6,0.8,0.7,0.7,8.1
Rodney Carney,,2006,67,17.4,6.6,2.7,5.9,46.4,0.4,1.1,34.7,0.8,1.3,60.9,0.6,1.3,1.9,0.4,0.6,0.3,0.6,5.5
Ronnie Brewer,,2006,56,12.1,4.6,1.8,3.4,52.8,0,0.2,0,1,1.5,67.5,0.7,0.7,1.3,0.4,0.7,0.1,0.4,4.6
Rudy Gay,,2006,78,27,10.8,4.1,9.7,42.2,0.7,1.8,36.4,1.9,2.7,72.7,1.2,3.3,4.5,1.3,0.9,0.9,1.8,10.3
Sergio Rodriguez,,2006,67,12.9,3.7,1.5,3.6,42.3,0.4,1.3,28.2,0.3,0.4,80.8,0.3,1.1,1.4,3.3,0.5,0,1.1,5.6
Shawne Williams,,2006,46,12.1,3.9,1.6,3.5,46.9,0.4,1.1,36.5,0.2,0.4,55,0.7,1.1,1.8,0.5,0.1,0.2,0.5,3.9
Shelden Williams,,2006,81,18.7,5.5,2,4.5,45.5,0,0,50,1.4,1.8,76.4,1.6,3.8,5.4,0.5,0.6,0.5,1.2,8.5
Solomon Jones,,2006,58,11.5,3.3,1.1,2.2,50.8,0,0,0,1,1.3,78.7,0.8,1.5,2.3,0.2,0.2,0.7,0.4,4.9
Steve Novak,,2006,35,5.5,1.5,0.5,1.4,36,0.4,1.1,33.3,0.1,0.1,100,0.1,0.6,0.7,0.2,0.1,0,0.1,1.5
Tarence Kinsey,,2006,48,20.1,7.7,2.9,6.3,45.7,0.3,1,28.3,1.6,2,79.6,0.6,1.4,2,0.9,1.1,0,1,6.9
Thabo Sefolosha,,2006,71,12.2,3.6,1.5,3.6,42.6,0.2,0.6,35.7,0.3,0.6,51.1,0.5,1.7,2.2,0.8,0.5,0.1,0.8,4
Tyrus Thomas,,2006,72,13.4,5.2,1.9,3.9,47.5,0,0,0,1.5,2.4,60.6,1.2,2.5,3.7,0.6,0.6,1.1,1.3,6.9
Walter Herrmann,,2006,48,19.5,9.2,3.6,6.9,52.7,1.1,2.4,46.1,0.9,1.1,77.4,0.6,2.3,2.9,0.5,0.3,0.1,0.7,9
Yakhouba Diawara,,2006,64,18.4,4.4,1.6,4.6,34.2,0.8,2.7,28.8,0.5,0.8,66,0.4,1.3,1.7,0.9,0.5,0.1,0.6,3.7
Aaron Brooks,,2007,51,11.9,5.2,1.8,4.4,41.3,0.7,2.1,33,0.8,1,85.7,0.3,0.8,1.1,1.7,0.3,0.1,0.9,4.7
Aaron Gray,,2007,61,10,4.3,1.7,3.3,50.5,0,0,0,0.9,1.6,56.6,1.1,1.6,2.8,0.7,0.3,0.3,0.9,5
Acie Law,,2007,56,15.4,4.2,1.7,4.2,40.1,0.1,0.6,20.6,0.7,0.9,79.2,0.2,0.8,1,2,0.5,0,1,4
Al Horford,,2007,81,31.4,10.1,4.1,8.2,49.9,0,0.1,0,1.9,2.6,73.1,3.1,6.6,9.7,1.5,0.7,0.9,1.7,16.5
Al Thornton,,2007,79,27.3,12.7,4.7,11,42.9,0.5,1.6,33.1,2.7,3.6,74.3,1.2,3.3,4.5,1.2,0.6,0.5,1.6,10.8
Arron Afflalo,,2007,75,12.9,3.7,1.3,3.2,41.1,0.1,0.6,20.8,0.9,1.2,78.2,0.5,1.3,1.8,0.7,0.4,0.1,0.5,4.1
Brandan Wright,,2007,38,9.9,4,1.6,2.9,55.4,0,0,0,0.7,1.1,67.5,1,1.6,2.6,0.2,0.2,0.6,0.3,5.6
Carl Landry,,2007,42,16.9,8.1,3.2,5.2,61.6,0,0,0,1.7,2.6,66.1,2.3,2.6,4.9,0.5,0.4,0.2,0.6,10.6
Chris Richard,,2007,52,10.7,1.9,0.8,1.7,47.1,0,0,0,0.3,0.5,59.3,1,1.6,2.6,0.3,0.2,0.2,0.5,3.7
CJ Watson,,2007,32,11.5,3.7,1.3,3.2,42.6,0.3,0.8,34.6,0.7,0.9,79.3,0.4,0.6,1,1.1,0.5,0,0.6,3.7
Corey Brewer,,2007,79,22.8,5.8,2.3,6.2,37.4,0.1,0.5,19.4,1.1,1.4,80,1,2.7,3.7,1.4,1,0.3,1.1,6.9
Daequan Cook,,2007,59,24.4,8.8,3.3,8.7,38.1,1.3,4,33.2,0.8,1,82.5,0.3,2.7,3,1.3,0.4,0.1,1.1,7
Demetris Nichols,,2007,14,3.1,1.1,0.4,1.6,26.1,0.2,0.9,23.1,0,0,0,0,0.4,0.4,0.1,0,0.2,0.3,0.2
Dominic McGuire,,2007,70,9.9,1.3,0.6,1.5,37.9,0,0.1,16.7,0.2,0.5,43.8,0.8,1.2,2,0.6,0.3,0.4,0.6,2.8
Glen Davis,,2007,69,13.6,4.5,1.6,3.2,48.4,0,0,0,1.4,2.2,66,1.4,1.6,3,0.4,0.5,0.3,0.9,5.4
Jamario Moon,,2007,78,27.8,8.5,3.6,7.4,48.5,0.5,1.6,32.8,0.8,1.1,74.1,1.2,5,6.2,1.2,1,1.4,0.7,13.5
Jared Dudley,,2007,73,19,5.8,2.2,4.8,46.8,0.1,0.6,22,1.2,1.6,73.7,1.7,2.3,3.9,1.1,0.8,0.1,0.7,8.1
Jason Smith,,2007,76,14.6,4.5,1.9,4.1,45.5,0.1,0.2,28.6,0.7,1.1,65.9,1,2,3,0.3,0.3,0.7,0.6,5.5
Javaris Crittenton,,2007,50,13.6,5.6,2,4.7,42.1,0.2,0.7,27,1.4,2.1,69.2,0.5,1.7,2.2,1,0.4,0,1.1,4.8
Jeff Green,,2007,80,28.2,10.5,4,9.4,42.7,0.3,1,27.6,2.2,3,74.4,1.3,3.5,4.7,1.5,0.6,0.6,2,9.8
Jermareo Davidson,,2007,38,8.5,3.2,1.3,3.3,40.8,0,0,0,0.5,0.7,64.3,0.6,1.1,1.6,0.3,0.2,0.4,0.5,3.1
Joakim Noah,,2007,74,20.7,6.6,2.4,5,48.2,0,0,0,1.8,2.6,69.1,2.4,3.3,5.6,1.1,0.9,0.9,1.2,10.6
Juan Carlos Navarro,,2007,82,25.8,10.9,3.8,9.3,40.2,1.9,5.3,36.1,1.5,1.8,84.9,0.4,2.1,2.6,2.2,0.6,0,1.6,8.8
Julian Wright,,2007,57,11.2,3.9,1.6,3,53.3,0.2,0.4,41.7,0.6,0.9,63.5,0.6,1.5,2.1,0.7,0.5,0.2,0.6,5.1
Kevin Durant,,2007,80,34.6,20.3,7.3,17.1,43,0.7,2.6,28.8,4.9,5.6,87.3,0.9,3.5,4.3,2.4,1,0.9,2.9,15.6
Luis Scola,,2007,82,24.7,10.3,4.2,8.2,51.5,0,0,0,1.9,2.9,66.8,2.1,4.3,6.4,1.3,0.7,0.2,1.3,12.8
Mario West,,2007,64,4.2,0.9,0.3,0.8,42.9,0,0.1,0,0.3,0.4,65.4,0.4,0.3,0.8,0.2,0.2,0.1,0.1,1.4
Mike Conley,,2007,53,26.1,9.4,3.6,8.3,42.8,0.6,1.7,33,1.7,2.3,73.2,0.4,2.2,2.6,4.2,0.8,0,1.7,10
