draft_year,round,pick,team,player,college,yrs,g,mp,pts,trb,ast,fg,3p,ft,minuts_played,points,total_rebounds,assists,win_share,win_sharess_48,box_plus_minus,value_over_replacement
2013,1,9,MIN,Trey Burke,University of Michigan,4,243,6320,2708,544,919,0.388,0.335,0.811,26,11.1,2.2,3.8,5.7,0.044,-2.4,-0.7
2013,1,10,POR,C.J. McCollum,Lehigh University,4,220,5620,3237,542,586,0.454,0.41,0.821,25.5,14.7,2.5,2.7,11.8,0.1,0.1,3
2013,1,11,PHI,Michael Carter-Williams,Syracuse University,4,202,6472,2846,1120,1195,0.41,0.251,0.694,32,14.1,5.5,5.9,3.2,0.024,-0.7,2.2
2013,1,12,OKC,Steven Adams,University of Pittsburgh,4,270,6147,1922,1688,215,0.575,0,0.583,22.8,7.1,6.3,0.8,17.5,0.136,1.1,4.8
2013,1,13,DAL,Kelly Olynyk,Gonzaga University,4,235,4873,2204,1078,385,0.464,0.368,0.743,20.7,9.4,4.6,1.6,11.8,0.116,1.1,3.8
2013,1,14,UTA,Shabazz Muhammad,"University of California, Los Angeles",4,191,3443,1779,564,114,0.468,0.326,0.743,18,9.3,3,0.6,5.7,0.08,-4,-1.7
2013,1,15,MIL,Giannis Antetokounmpo,,4,274,8508,3744,1810,905,0.493,0.284,0.734,31.1,13.7,6.6,3.3,21,0.118,2,8.5
2013,1,16,BOS,Lucas Nogueira,,3,66,875,215,202,35,0.621,0.25,0.639,13.3,3.3,3.1,0.5,2.9,0.158,5,1.5
2013,1,17,ATL,Dennis Schroder,,4,244,4956,2505,544,998,0.431,0.335,0.798,20.3,10.3,2.2,4.1,6.5,0.063,-2.3,-0.4
2013,1,18,ATL,Shane Larkin,University of Miami,3,202,4105,1168,398,639,0.43,0.328,0.762,20.3,5.8,2,3.2,3,0.035,-2.6,-0.6
2013,1,19,CLE,Sergey Karasev,,3,95,1110,287,140,87,0.395,0.282,0.842,11.7,3,1.5,0.9,0.8,0.036,-3.1,-0.3
2013,1,20,CHI,Tony Snell,University of New Mexico,4,249,5002,1417,631,238,0.403,0.349,0.807,20.1,5.7,2.5,1,5.8,0.055,-2.5,-0.7
2013,1,21,UTA,Gorgui Dieng,University of Louisville,4,253,6483,2225,1793,406,0.517,0.318,0.776,25.6,8.8,7.1,1.6,15.6,0.116,2,6.6
2013,1,22,BRK,Mason Plumlee,Duke University,4,274,6217,2436,1752,533,0.568,0,0.576,22.7,8.9,6.4,1.9,18.9,0.146,2.2,6.6
2013,1,23,IND,Solomon Hill,University of Arizona,4,206,4475,1230,650,315,0.402,0.325,0.833,21.7,6,3.2,1.5,7.1,0.076,-0.5,1.7
2013,1,24,NYK,Tim Hardaway,University of Michigan,4,238,5223,2373,438,303,0.417,0.351,0.794,21.9,10,1.8,1.3,7.3,0.067,-2.8,-1
2013,1,25,LAC,Reggie Bullock,University of North Carolina,4,120,1204,322,177,48,0.384,0.341,0.818,10,2.7,1.5,0.4,1.6,0.062,-2.7,-0.2
2013,1,26,MIN,Andre Roberson,University of Colorado,4,216,4451,908,778,174,0.468,0.277,0.506,20.6,4.2,3.6,0.8,8.1,0.088,0.4,2.7
2013,1,27,DEN,Rudy Gobert,,4,228,5857,1838,2089,243,0.594,0,0.605,25.7,8.1,9.2,1.1,22.7,0.186,4.2,9.1
2013,1,28,SAS,Livio Jean-Charles,,,,,,,,,,,,,,,,,,
2013,1,29,OKC,Archie Goodwin,University of Kentucky,4,153,2212,945,303,183,0.419,0.23,0.698,14.5,6.2,2,1.2,0.6,0.013,-4.5,-1.4
2013,1,30,PHO,Nemanja Nedovic,,1,24,142,26,15,13,0.205,0.167,0.875,5.9,1.1,0.6,0.5,-0.4,-0.132,-10.6,-0.3
2013,2,31,CLE,Allen Crabbe,University of California,4,187,4060,1459,420,193,0.45,0.4,0.855,21.7,7.8,2.2,1,7.1,0.084,-1.1,0.9
2013,2,32,OKC,Alex Abrines,,1,32,460,181,41,16,0.378,0.354,0.885,14.4,5.7,1.3,0.5,0.7,0.074,-3.6,-0.2
2013,2,33,CLE,Carrick Felix,Arizona State University,1,7,38,19,6,4,0.5,0.4,0.75,5.4,2.7,0.9,0.6,0,0.057,-4.7,0
2013,2,34,HOU,Isaiah Canaan,Murray State University,4,174,3675,1539,329,287,0.369,0.353,0.824,21.1,8.8,1.9,1.6,3.5,0.046,-2.7,-0.6
2013,2,35,PHI,Glen Rice,Georgia Institute of Technology,2,16,152,43,24,9,0.269,0.25,0.692,9.5,2.7,1.5,0.6,-0.2,-0.065,-7.3,-0.2
2013,2,36,SAC,Ray McCallum,University of Detroit Mercy,3,154,2808,920,306,368,0.408,0.335,0.711,18.2,6,2,2.4,2.1,0.035,-2.8,-0.6
2013,2,37,DET,Tony Mitchell,University of North Texas,1,21,79,22,26,2,0.417,1,0.579,3.8,1,1.2,0.1,0.2,0.151,1.3,0.1
2013,2,38,WAS,Nate Wolters,South Dakota State University,2,79,1556,459,183,208,0.426,0.261,0.635,19.7,5.8,2.3,2.6,1,0.03,-3.9,-0.7
2013,2,39,POR,Jeff Withey,University of Kansas,4,170,1821,567,446,59,0.533,0,0.714,10.7,3.3,2.6,0.3,5.9,0.155,0.8,1.3
2013,2,40,POR,Grant Jerrett,University of Arizona,1,8,51,16,9,3,0.269,0.067,1,6.4,2,1.1,0.4,-0.1,-0.128,-8.4,-0.1
2013,2,41,MEM,Jamaal Franklin,San Diego State University,2,24,174,42,25,9,0.415,0.462,1,7.3,1.8,1,0.4,0,-0.006,-5.4,-0.1
2013,2,42,PHI,Pierre Jackson,Baylor University,1,4,28,12,2,7,0.214,0.333,1,7,3,0.5,1.8,-0.1,-0.138,-10.2,-0.1
2013,2,43,MIL,Ricky Ledo,Providence College,2,28,277,109,38,21,0.336,0.371,0.769,9.9,3.9,1.4,0.8,-0.6,-0.096,-7.8,-0.4
2013,2,44,DAL,Mike Muscala,Bucknell University,4,158,2082,771,429,123,0.513,0.391,0.828,13.2,4.9,2.7,0.8,6.1,0.14,0.4,1.2
2013,2,45,POR,Marko Todorovic,,,,,,,,,,,,,,,,,,
2013,2,46,UTA,Erick Green,Virginia Polytechnic Institute and State University,2,52,452,159,37,42,0.377,0.288,0.857,8.7,3.1,0.7,0.8,0.1,0.011,-5.1,-0.3
2013,2,47,ATL,Raul Neto,,2,101,1652,531,137,188,0.438,0.391,0.753,16.4,5.3,1.4,1.9,2.2,0.064,-2.1,0
2013,2,48,LAL,Ryan Kelly,Duke University,4,156,3062,966,496,212,0.38,0.314,0.797,19.6,6.2,3.2,1.4,3.1,0.048,-2.1,-0.1
2013,2,49,CHI,Erik Murphy,University of Florida,1,24,62,6,8,2,0.231,0,,2.6,0.3,0.3,0.1,-0.1,-0.055,-8.1,-0.1
2013,2,50,ATL,James Ennis,"California State University, Long Beach",3,110,2046,680,331,100,0.438,0.384,0.819,18.6,6.2,3,0.9,4.8,0.112,0,1
2013,2,51,ORL,Romero Osby,University of Oklahoma,,,,,,,,,,,,,,,,,
2013,2,52,MIN,Lorenzo Brown,North Carolina State University,3,63,834,206,105,142,0.369,0.152,0.667,13.2,3.3,1.7,2.3,-0.2,-0.013,-4.2,-0.5
2013,2,53,IND,Colton Iverson,Colorado State University,,,,,,,,,,,,,,,,,
2013,2,54,WAS,Arsalan Kazemi,University of Oregon,,,,,,,,,,,,,,,,,
2013,2,55,MEM,Joffrey Lauvergne,,3,116,1772,735,481,100,0.486,0.287,0.752,15.3,6.3,4.1,0.9,3.4,0.093,-2.4,-0.2
2013,2,56,DET,Peyton Siva,University of Louisville,1,24,224,54,14,34,0.316,0.28,0.733,9.3,2.3,0.6,1.4,-0.2,-0.032,-7.3,-0.3
2013,2,57,PHO,Alex Oriakhi,University of Missouri,,,,,,,,,,,,,,,,,
2013,2,58,SAS,Deshaun Thomas,Ohio State University,,,,,,,,,,,,,,,,,
2013,2,59,MIN,Bojan Dubljevic,,,,,,,,,,,,,,,,,,
2013,2,60,MEM,Janis Timma,,,,,,,,,,,,,,,,,,
2012,1,1,NOH,Anthony Davis,University of Kentucky,5,297,10194,6476,2972,513,0.513,0.288,0.783,34.3,21.8,10,1.7,43.5,0.205,4.3,16.2
2012,1,2,CHA,Michael Kidd-Gilchrist,University of Kentucky,5,240,6432,2178,1510,303,0.464,0.226,0.697,26.8,9.1,6.3,1.3,12,0.089,-1.3,1.1
2012,1,3,WAS,Bradley Beal,University of Florida,5,280,9227,4679,1005,853,0.43,0.396,0.786,33,16.7,3.6,3,16.8,0.088,-0.2,4.2
2012,1,4,CLE,Dion Waiters,Syracuse University,5,309,8780,3965,800,783,0.408,0.332,0.704,28.4,12.8,2.6,2.5,5.5,0.03,-2.8,-1.8
2012,1,5,SAC,Thomas Robinson,University of Kansas,5,294,3992,1410,1426,178,0.464,0,0.507,13.6,4.8,4.9,0.6,4.4,0.053,-3.1,-1.2
2012,1,6,POR,Damian Lillard,Weber State University,5,356,12960,7782,1390,2225,0.429,0.368,0.873,36.4,21.9,3.9,6.3,39.6,0.147,2.9,16.1
2012,1,7,GSW,Harrison Barnes,University of North Carolina,5,345,9988,3878,1629,500,0.452,0.374,0.76,29,11.2,4.7,1.4,20.2,0.097,-0.8,3
2012,1,8,TOR,Terrence Ross,University of Washington,5,346,8028,3263,891,297,0.423,0.376,0.805,23.2,9.4,2.6,0.9,13.3,0.079,-0.8,2.4
2012,1,9,DET,Andre Drummond,University of Connecticut,5,343,10233,4590,4354,230,0.551,0.286,0.387,29.8,13.4,12.7,0.7,33.1,0.155,0.7,6.9
2012,1,10,NOH,Austin Rivers,Duke University,5,311,6764,2442,593,631,0.413,0.345,0.647,21.7,7.9,1.9,2,4.6,0.032,-3.2,-2.1
2012,1,11,POR,Meyers Leonard,University of Illinois at Urbana-Champaign,5,261,4298,1507,1039,201,0.469,0.374,0.828,16.5,5.8,4,0.8,8.1,0.091,-2.1,-0.1
2012,1,12,HOU,Jeremy Lamb,University of Connecticut,5,242,4043,1869,699,275,0.433,0.325,0.811,16.7,7.7,2.9,1.1,9,0.107,-1.4,0.7
2012,1,13,PHO,Kendall Marshall,University of North Carolina,4,160,3083,802,253,779,0.399,0.37,0.611,19.3,5,1.6,4.9,1,0.015,-5.6,-2.8
2012,1,14,MIL,John Henson,University of North Carolina,5,292,5573,2265,1508,296,0.533,0,0.565,19.1,7.8,5.2,1,12.7,0.109,0.5,3.5
2012,1,15,PHI,Maurice Harkless,St. John's University,5,318,7257,2332,1182,257,0.467,0.313,0.6,22.8,7.3,3.7,0.8,10.2,0.068,-0.6,2.5
2012,1,16,HOU,Royce White,Iowa State University,1,3,9,0,0,0,0,,,3,0,0,0,0,-0.121,-10.4,0
2012,1,17,DAL,Tyler Zeller,University of North Carolina,5,316,5850,2317,1442,298,0.498,0,0.777,18.5,7.3,4.6,0.9,13.4,0.11,-1.5,0.7
2012,1,18,HOU,Terrence Jones,University of Kentucky,5,215,5166,2226,1233,219,0.503,0.294,0.625,24,10.4,5.7,1,13.9,0.129,0.3,3
2012,1,19,ORL,Andrew Nicholson,St. Bonaventure University,5,271,3949,1665,827,123,0.47,0.327,0.773,14.6,6.1,3.1,0.5,3.9,0.048,-5.2,-3.2
2012,1,20,DEN,Evan Fournier,,5,285,7291,3347,722,603,0.448,0.385,0.794,25.6,11.7,2.5,2.1,12.1,0.08,-0.9,2
2012,1,21,BOS,Jared Sullinger,Ohio State University,4,258,6414,2856,1979,474,0.439,0.276,0.727,24.9,11.1,7.7,1.8,15.4,0.115,0.6,4.3
2012,1,22,BOS,Fab Melo,Syracuse University,1,6,36,7,3,0,0.5,,0.25,6,1.2,0.5,0,0,0.021,-5.8,0
2012,1,23,ATL,John Jenkins,Vanderbilt University,5,145,1850,734,213,116,0.448,0.364,0.849,12.8,5.1,1.5,0.8,2.7,0.071,-3.6,-0.7
2012,1,24,CLE,Jared Cunningham,Oregon State University,4,84,605,197,56,39,0.347,0.306,0.674,7.2,2.3,0.7,0.5,0.2,0.017,-5.9,-0.6
2012,1,25,MEM,Tony Wroten,University of Washington,4,145,3076,1604,363,437,0.413,0.231,0.647,21.2,11.1,2.5,3,-1.3,-0.021,-4.1,-1.6
2012,1,26,IND,Miles Plumlee,Duke University,5,253,4316,1326,1238,112,0.531,,0.566,17.1,5.2,4.9,0.4,8.9,0.099,-1.4,0.7
2012,1,27,MIA,Arnett Moultrie,Mississippi State University,2,59,729,210,180,12,0.547,,0.667,12.4,3.6,3.1,0.2,1.7,0.113,-3,-0.2
2012,1,28,OKC,Perry Jones,Baylor University,3,143,1675,488,252,54,0.42,0.293,0.66,11.7,3.4,1.8,0.4,1.7,0.048,-4.6,-1.1
2012,1,29,CHI,Marquis Teague,University of Kentucky,2,88,835,206,84,121,0.349,0.22,0.686,9.5,2.3,1,1.4,-0.8,-0.046,-8.1,-1.3
2012,1,30,GSW,Festus Ezeli,Vanderbilt University,3,170,2394,712,725,63,0.513,,0.557,14.1,4.2,4.3,0.4,5.9,0.119,-1.1,0.6
2012,2,31,CHA,Jeff Taylor,Vanderbilt University,3,132,2566,807,263,107,0.409,0.319,0.665,19.4,6.1,2,0.8,1.3,0.024,-3.9,-1.2
2012,2,32,WAS,Tomas Satoransky,,1,23,339,71,34,50,0.397,0.105,0.647,14.7,3.1,1.5,2.2,0.1,0.01,-4.9,-0.2
2012,2,33,CLE,Bernard James,Florida State University,3,92,761,203,212,13,0.497,0,0.68,8.3,2.2,2.3,0.1,1.9,0.117,-1.1,0.2
2012,2,34,CLE,Jae Crowder,Marquette University,5,341,7514,2791,1192,451,0.431,0.337,0.785,22,8.2,3.5,1.3,17.6,0.112,1.2,6.1
2012,2,35,GSW,Draymond Green,Michigan State University,5,358,9381,3193,2401,1372,0.441,0.34,0.689,26.2,8.9,6.7,3.8,29.3,0.15,4.1,14.4
2012,2,36,SAC,Orlando Johnson,"University of California, Santa Barbara",3,103,1112,329,180,69,0.358,0.311,0.727,10.8,3.2,1.7,0.7,1.4,0.059,-3.8,-0.5
2012,2,37,TOR,Quincy Acy,Baylor University,5,226,3401,1009,791,134,0.494,0.328,0.744,15,4.5,3.5,0.6,6.7,0.095,-1.5,0.4
2012,2,38,DEN,Quincy Miller,Baylor University,3,69,934,295,169,37,0.35,0.292,0.706,13.5,4.3,2.4,0.5,-0.1,-0.003,-4,-0.5
2012,2,39,DET,Khris Middleton,Texas A&M University,4,267,8165,3644,1009,710,0.449,0.4,0.873,30.6,13.6,3.8,2.7,16.4,0.096,0,4.1
2012,2,40,POR,Will Barton,University of Memphis,5,279,5338,2376,974,439,0.424,0.316,0.79,19.1,8.5,3.5,1.6,7,0.063,-1.3,0.9
2012,2,41,POR,Tyshawn Taylor,University of Kansas,2,61,491,174,33,57,0.354,0.36,0.684,8,2.9,0.5,0.9,-0.9,-0.088,-8.8,-0.8
2012,2,42,MIL,Doron Lamb,University of Kentucky,2,100,1272,345,95,75,0.381,0.394,0.7,12.7,3.5,1,0.8,0.1,0.005,-5.9,-1.2
2012,2,43,ATL,Mike Scott,University of Virginia,5,271,4213,1964,820,250,0.463,0.339,0.784,15.5,7.2,3,0.9,9.3,0.106,-2.3,-0.3
2012,2,44,DET,Kim English,University of Missouri,1,41,407,119,37,26,0.375,0.28,0.724,9.9,2.9,0.9,0.6,0.2,0.021,-4.2,-0.2
2012,2,45,PHI,Justin Hamilton,Louisiana State University,3,81,1447,462,291,64,0.452,0.327,0.8,17.9,5.7,3.6,0.8,2.4,0.081,-0.5,0.6
2012,2,46,NOH,Darius Miller,University of Kentucky,3,102,1460,320,131,89,0.42,0.351,0.841,14.3,3.1,1.3,0.9,1.2,0.04,-2.5,-0.2
2012,2,47,UTA,Kevin Murphy,Tennessee Technological University,1,17,52,15,4,2,0.25,0.2,,3.1,0.9,0.2,0.1,-0.3,-0.272,-17.6,-0.2
2012,2,48,NYK,Kostas Papanikolaou,,2,69,1089,249,158,101,0.354,0.297,0.688,15.8,3.6,2.3,1.5,0.3,0.015,-2.8,-0.2
2012,2,49,ORL,Kyle O'Quinn,Norfolk State University,5,278,3961,1483,1214,297,0.502,0.227,0.717,14.2,5.3,4.4,1.1,8.7,0.105,0.4,2.4
2012,2,50,DEN,Izzet Turkyilmaz,,,,,,,,,,,,,,,,,,
2012,2,51,BOS,Kris Joseph,Syracuse University,1,10,54,9,7,1,0.143,0,0.625,5.4,0.9,0.7,0.1,-0.1,-0.127,-10.5,-0.1
2012,2,52,GSW,Ognjen Kuzmic,,2,37,164,35,38,8,0.52,,0.6,4.4,0.9,1,0.2,0.2,0.061,-2.5,0
2012,2,53,LAC,Furkan Aldemir,,1,41,540,93,176,28,0.513,0,0.481,13.2,2.3,4.3,0.7,1.4,0.122,-0.7,0.2
2012,2,54,PHI,Tornike Shengelia,,2,45,247,59,39,17,0.451,0.125,0.5,5.5,1.3,0.9,0.4,-0.2,-0.032,-6.6,-0.3
2012,2,55,DAL,Darius Johnson-Odom,Marquette University,2,7,21,0,6,2,0,0,0,3,0,0.9,0.3,-0.3,-0.597,-23.2,-0.1
2012,2,56,TOR,Tomislav Zubcic,,,,,,,,,,,,,,,,,,
2012,2,57,NJN,Ilkan Karaman,,,,,,,,,,,,,,,,,,
2012,2,58,MIN,Robbie Hummel,Purdue University,2,98,1397,379,266,50,0.418,0.343,0.867,14.3,3.9,2.7,0.5,1.9,0.066,-2.9,-0.3
2012,2,59,SAS,Marcus Denmon,University of Missouri,,,,,,,,,,,,,,,,,
2012,2,60,LAL,Robert Sacre,Gonzaga University,4,189,2745,787,593,126,0.436,0,0.671,14.5,4.2,3.1,0.7,2.4,0.042,-3.1,-0.8
2011,1,1,CLE,Kyrie Irving,Duke University,6,341,11621,7189,1173,1884,0.454,0.382,0.868,34.1,21.1,3.4,5.5,35.7,0.148,3,14.8
2011,1,2,MIN,Derrick Williams,University of Arizona,6,398,8413,3646,1631,279,0.431,0.293,0.711,21.1,9.2,4.1,0.7,13.3,0.076,-3.1,-2.4
2011,1,3,UTA,Enes Kanter,,6,412,8758,4537,2764,237,0.53,0.326,0.764,21.3,11,6.7,0.6,24.4,0.134,-2.5,-1.2
2011,1,4,CLE,Tristan Thompson,University of Texas at Austin,6,425,12120,4014,3681,336,0.507,0,0.62,28.5,9.4,8.7,0.8,31.3,0.124,-0.7,4
2011,1,5,TOR,Jonas Valanciunas,,5,319,8385,3637,2678,205,0.553,0,0.783,26.3,11.4,8.4,0.6,29.1,0.167,-0.5,3.1
2011,1,6,WAS,Jan Vesely,,3,162,2455,590,562,96,0.521,0,0.408,15.2,3.6,3.5,0.6,4,0.078,-0.6,0.9
2011,1,7,SAC,Bismack Biyombo,,6,404,8740,1925,2674,160,0.507,0,0.549,21.6,4.8,6.6,0.4,16.6,0.091,-2,0
2011,1,8,DET,Brandon Knight,University of Kentucky,6,365,11630,5683,1252,1595,0.415,0.359,0.81,31.9,15.6,3.4,4.4,12,0.049,-1.1,2.7
2011,1,9,CHA,Kemba Walker,University of Connecticut,6,402,13545,7185,1561,2155,0.41,0.345,0.823,33.7,17.9,3.9,5.4,29.1,0.103,2.2,14.3
2011,1,10,MIL,Jimmer Fredette,Brigham Young University,5,235,3148,1416,236,323,0.412,0.381,0.876,13.4,6,1,1.4,2.4,0.037,-4,-1.6
2011,1,11,GSW,Klay Thompson,Washington State University,6,424,13841,7920,1411,961,0.452,0.416,0.854,32.6,18.7,3.3,2.3,32.2,0.112,0.4,8.4
2011,1,12,UTA,Alec Burks,University of Colorado,6,263,5981,2759,758,505,0.432,0.364,0.75,22.7,10.5,2.9,1.9,8.9,0.071,-1.9,0.1
2011,1,13,PHO,Markieff Morris,University of Kansas,6,408,10548,4751,2231,691,0.444,0.323,0.763,25.9,11.6,5.5,1.7,16.1,0.073,-0.7,3.4
2011,1,14,HOU,Marcus Morris,University of Kansas,6,376,9601,3919,1555,563,0.428,0.359,0.709,25.5,10.4,4.1,1.5,16.8,0.084,-0.4,4
2011,1,15,IND,Kawhi Leonard,San Diego State University,6,360,10879,5486,2249,754,0.495,0.394,0.846,30.2,15.2,6.2,2.1,48.4,0.214,6,22
2011,1,16,PHI,Nikola Vucevic,University of Southern California,6,360,10755,5185,3545,703,0.505,0.288,0.718,29.9,14.4,9.8,2,25.7,0.115,0.6,6.9
2011,1,17,NYK,Iman Shumpert,Georgia Institute of Technology,6,330,8390,2418,1159,657,0.395,0.338,0.765,25.4,7.3,3.5,2,10.9,0.062,0,4.2
2011,1,18,WAS,Chris Singleton,Florida State University,3,148,2605,612,472,92,0.376,0.319,0.633,17.6,4.1,3.2,0.6,2.3,0.042,-2.3,-0.2
2011,1,19,CHA,Tobias Harris,University of Tennessee,6,342,9825,4647,1959,537,0.467,0.329,0.812,28.7,13.6,5.7,1.6,22.1,0.108,-0.2,4.3
2011,1,20,MIN,Donatas Motiejunas,,5,216,4111,1690,857,243,0.476,0.312,0.611,19,7.8,4,1.1,7.2,0.085,-1.8,0.2
2011,1,21,POR,Nolan Smith,Duke University,2,84,829,277,83,97,0.371,0.26,0.714,9.9,3.3,1,1.2,-0.8,-0.047,-6.5,-0.9
2011,1,22,DEN,Kenneth Faried,Morehead State University,6,381,9958,4567,3283,405,0.543,0.118,0.651,26.1,12,8.6,1.1,32.4,0.156,1.5,8.8
2011,1,23,HOU,Nikola Mirotic,,3,184,4139,1952,965,227,0.403,0.346,0.798,22.5,10.6,5.2,1.2,11.1,0.129,0.7,2.8
2011,1,24,OKC,Reggie Jackson,Boston College,6,370,9018,4489,1154,1585,0.433,0.319,0.859,24.4,12.1,3.1,4.3,20.5,0.109,0.4,5.5
2011,1,25,BOS,MarShon Brooks,Providence College,3,164,2876,1261,358,232,0.442,0.326,0.748,17.5,7.7,2.2,1.4,2.5,0.041,-2.5,-0.4
2011,1,26,DAL,Jordan Hamilton,University of Texas at Austin,5,151,2100,890,429,127,0.408,0.357,0.67,13.9,5.9,2.8,0.8,3,0.069,-1.5,0.3
2011,1,27,NJN,JaJuan Johnson,Purdue University,1,36,298,114,58,6,0.446,,0.667,8.3,3.2,1.6,0.2,0.2,0.032,-6.3,-0.3
2011,1,28,CHI,Norris Cole,Cleveland State University,5,347,7893,2463,691,967,0.409,0.326,0.741,22.7,7.1,2,2.8,3.1,0.019,-3.9,-3.8
2011,1,29,SAS,Cory Joseph,University of Texas at Austin,6,321,5896,2062,688,741,0.456,0.317,0.772,18.4,6.4,2.1,2.3,13.3,0.108,-0.5,2.3
2011,1,30,CHI,Jimmy Butler,Marquette University,6,361,11463,5342,1707,1010,0.446,0.33,0.825,31.8,14.8,4.7,2.8,42.7,0.179,3.6,16
2011,2,31,MIA,Bojan Bogdanovic,,3,194,4960,2108,590,227,0.442,0.369,0.838,25.6,10.9,3,1.2,4.7,0.046,-2.7,-0.9
2011,2,32,CLE,Justin Harper,University of Richmond,2,19,119,33,13,2,0.317,0.273,0.333,6.3,1.7,0.7,0.1,-0.2,-0.091,-8.3,-0.2
2011,2,33,DET,Kyle Singler,Duke University,5,332,7560,2259,991,265,0.419,0.366,0.796,22.8,6.8,3,0.8,9.8,0.062,-1.5,1
2011,2,34,WAS,Shelvin Mack,Butler University,6,315,5506,1994,589,931,0.425,0.324,0.75,17.5,6.3,1.9,3,6.9,0.06,-2.5,-0.8
2011,2,35,SAC,Tyler Honeycutt,"University of California, Los Angeles",2,24,120,28,24,9,0.314,0.2,0.714,5,1.2,1,0.4,-0.1,-0.049,-6.4,-0.1
2011,2,36,NJN,Jordan Williams,University of Maryland,1,43,635,197,156,11,0.507,,0.652,14.8,4.6,3.6,0.3,1.3,0.101,-3.1,-0.2
2011,2,37,LAC,Trey Thompkins,University of Georgia,1,24,119,57,24,3,0.393,0.308,0.714,5,2.4,1,0.1,0,0.004,-8.9,-0.2
2011,2,38,HOU,Chandler Parsons,University of Florida,6,354,11577,4958,1750,1047,0.471,0.377,0.706,32.7,14,4.9,3,27.8,0.115,2.2,12.3
2011,2,39,CHA,Jeremy Tyler,,3,104,1034,373,269,25,0.45,0,0.557,9.9,3.6,2.6,0.2,0.3,0.014,-6.6,-1.2
2011,2,40,MIL,Jon Leuer,University of Wisconsin,6,291,4480,1842,1125,235,0.485,0.357,0.751,15.4,6.3,3.9,0.8,10.8,0.116,-0.9,1.2
2011,2,41,LAL,Darius Morris,University of Michigan,4,132,1464,430,126,189,0.384,0.322,0.63,11.1,3.3,1,1.4,-0.3,-0.01,-5.6,-1.3
2011,2,42,IND,Davis Bertans,,1,31,314,106,34,18,0.453,0.407,0.824,10.1,3.4,1.1,0.6,0.9,0.138,2,0.3
2011,2,43,CHI,Malcolm Lee,"University of California, Los Angeles",3,36,534,140,65,51,0.382,0.294,0.703,14.8,3.9,1.8,1.4,0.4,0.04,-2,0
2011,2,44,GSW,Charles Jenkins,Hofstra University,2,110,1334,408,100,214,0.434,0.182,0.754,12.1,3.7,0.9,1.9,0.5,0.017,-5.9,-1.3
2011,2,45,NOH,Josh Harrellson,University of Kentucky,3,75,888,265,227,26,0.438,0.347,0.629,11.8,3.5,3,0.3,2.1,0.116,-0.7,0.3
2011,2,46,LAL,Andrew Goudelock,College of Charleston,3,49,475,197,34,24,0.393,0.345,0.875,9.7,4,0.7,0.5,0,0.003,-6.5,-0.5
2011,2,47,LAC,Travis Leslie,University of Georgia,1,10,45,14,9,5,0.357,,0.444,4.5,1.4,0.9,0.5,0.1,0.06,-0.2,0
2011,2,48,ATL,Keith Benson,Oakland University,1,3,9,0,3,0,0,,,3,0,1,0,0,-0.005,-10.4,0
2011,2,49,MEM,Josh Selby,University of Kansas,2,38,296,83,20,34,0.33,0.143,0.72,7.8,2.2,0.5,0.9,-0.7,-0.113,-10.1,-0.6
2011,2,50,PHI,Lavoy Allen,Temple University,6,356,6394,1712,1694,355,0.467,0.133,0.68,18,4.8,4.8,1,12.4,0.093,-1.4,0.9
2011,2,51,POR,Jon Diebler,Ohio State University,,,,,,,,,,,,,,,,,
2011,2,52,DET,Vernon Macklin,University of Florida,1,23,135,46,34,5,0.543,,0.571,5.9,2,1.5,0.2,0.5,0.161,-0.6,0
2011,2,53,ORL,DeAndre Liggins,University of Kentucky,4,86,889,187,123,53,0.424,0.382,0.542,10.3,2.2,1.4,0.6,1,0.055,-1,0.2
2011,2,54,CLE,Milan Macvan,,,,,,,,,,,,,,,,,,
2011,2,55,BOS,E'Twaun Moore,Purdue University,6,342,6160,2131,590,570,0.43,0.369,0.74,18,6.2,1.7,1.7,5.8,0.045,-2.4,-0.7
2011,2,56,LAL,Chukwudiebere Maduabum,,,,,,,,,,,,,,,,,,
2011,2,57,DAL,Targuy Ngombo,,,,,,,,,,,,,,,,,,
2011,2,58,LAL,Ater Majok,,,,,,,,,,,,,,,,,,
2011,2,59,SAS,Adam Hanga,,,,,,,,,,,,,,,,,,
2011,2,60,SAC,Isaiah Thomas,University of Washington,6,399,11793,7188,1022,2038,0.439,0.364,0.87,29.6,18,2.6,5.1,38.7,0.157,2,12
2010,1,1,WAS,John Wall,University of Kentucky,7,457,16475,8426,2046,4138,0.433,0.319,0.792,36.1,18.4,4.5,9.1,35.7,0.104,2.4,18.1
2010,1,2,PHI,Evan Turner,Ohio State University,7,506,14339,5380,2564,1878,0.432,0.304,0.781,28.3,10.6,5.1,3.7,15.3,0.051,-2,0
2010,1,3,NJN,Derrick Favors,Georgia Institute of Technology,7,454,11725,5223,3277,478,0.509,0.143,0.667,25.8,11.5,7.2,1.1,31.8,0.13,0.8,8.2
2010,1,4,MIN,Wesley Johnson,Syracuse University,7,463,11098,3626,1567,556,0.406,0.34,0.745,24,7.8,3.4,1.2,8.8,0.038,-1.1,2.4
2010,1,5,SAC,DeMarcus Cousins,University of Kentucky,7,452,14380,9403,4844,1282,0.459,0.327,0.733,31.8,20.8,10.7,2.8,34,0.114,2.3,15.5
